Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Hong Kong SAR, China",HKG,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.36486564,39.77735803,40.50006607,38.6261212,39.80290785,40.96519496,42.79494303,43.25350636,41.46843834,39.92174814,41.4714503,36.67243505,37.10299536,35.21488897,32.54872532,29.85119532,29.90231817,28.56628273,28.62830756,29.29053781,29.20805297,30.90840222,35.85464749,41.68321358,39.82896519
Honduras,HND,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,24.52830189,25.18656716,35.26785714,35.80097087,34.76523477,33.97483346,40.98025868,36.28588882,38.88888889,44.89028213,47.84110535,48.7394958,48.73150106,35.26039178,32.86189684,31.90690691,35.09933775,29.81132075,26.80301399,19.13755115,16.05305901,13.82014212,10.91476091,10.36815607,6.769951829,5.21955261,4.76887988,5.109911818,4.454794639,3.562662491,2.485239396,2.805747608,2.13512926,2.73184393,2.750051762,3.389556424,2.800983952,3.661064625,3.624183482,4.540765158,4.622269511,4.3656371,4.451350125,4.754971204,5.202432421,4.97983355,5.009505972,4.865054289,5.726550955
Heavily indebted poor countries (HIPC),HPC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,48.43613761,46.15273005,44.55060553,42.78696732,46.09006161,51.97747982,51.43328699,49.88582686,46.77084758,40.67905107,41.80306471,40.07632645,38.5114725,41.23872464,,32.24310666,33.74635211,34.155219,29.08188994,32.18293873,23.54822246,20.93540235,22.79884496,23.0535618,19.32824709,19.97307144,19.34462013,16.63263137,16.78644023,18.13270749,17.13765016,17.3370792,19.41730855,19.62180701,19.44910247,22.8930066,24.40541474,23.52423735,26.41073412,23.70343213,21.85749947,23.11122195,26.83987245,24.80634027,
Croatia,HRV,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.16443719,24.99998395,31.8090957,22.02063241,16.93520337,14.10095694,12.86719703,12.47945798,11.17668397,10.09405059,10.40468372,11.31023971,12.06677372,12.7438852,12.9721177,12.62064699,11.49057919,12.17969024,11.20549535,10.10659963,10.66284602,10.63909148,9.662745804,9.146071915,8.883816859,8.928444429,8.241034611,9.390458645,7.609732248,7.451413553
Haiti,HTI,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,7.8125,5.693950178,3.023983316,3.647416413,1.991341991,2.380952381,4.556650246,3.801478353,4.503860452,6.323773406,7.563981043,7.18139943,7.179433805,7.591135046,6.96969697,7.498931167,7.068155112,7.873604182,8.38001514,19.81264637,15.8004158,8.769230769,11.55893536,31.34328358,5.098919029,5.764796311,2.146171694,,,,,,,,,,,,,,,,,,,0.306584706,0.256817887,0.209675534,0.395744164,0.62591215,2.295900662,
Hungary,HUN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,5.428546668,9.417132291,12.68129771,13.44140701,9.558504875,6.005901639,5.701995205,4.911657462,1.578205255,2.062679689,0.517933942,2.371767674,1.688167903,5.961837428,4.905331909,6.029932843,7.402259725,6.465399233,7.062981333,6.848423795,7.866723288,9.594230381,11.40775824,16.75726249,19.38180923,19.12394697,19.99322502,19.18377593,20.01631178,21.43910811,22.79828782,24.22070802,24.50620651,24.18803963,24.08368754,24.00089415,24.63872474,25.29354762,23.32938374,24.90692935,28.52611739
IBRD only,IBD,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,41.08896112,41.82795394,37.72090634,37.31739361,32.65902381,31.04311627,36.52716262,33.10007073,35.98392465,27.58549555,23.79619885,21.10812672,23.26518116,22.60563485,20.39675523,15.10696242,13.98790936,14.24136326,14.55563914,14.96158543,16.05512765,19.61130713,19.88735109,22.22532444,23.28863135,23.20165474,23.55878949,19.62408996,20.82562831,20.38656656,20.85620957,20.25621568,19.84108478,19.57521503,19.1178206,19.37129198,19.6820226,19.56018126,23.68918705,29.65001629,30.07682752
IDA & IBRD total,IBT,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,41.17254437,41.92746903,38.00002824,37.71350256,32.71907143,30.98710986,36.44242472,32.81934758,35.58227951,27.64206787,23.72590328,21.316503,23.40633343,22.80553579,20.66124924,15.691737,14.49932138,14.71473831,15.05911891,15.41283724,16.38274491,19.73967287,20.0889998,23.01639252,23.93633367,23.72799381,23.98049717,20.20706386,21.5388419,21.04316101,21.50034751,20.86370007,20.37709211,20.24001827,19.67185165,19.60492149,19.85879859,19.86289243,24.07963072,29.80032693,30.04916034
IDA total,IDA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,41.56001949,45.75817514,49.03260006,48.31611845,42.02502683,42.99255923,44.07074233,43.85619649,46.01973396,33.98734838,29.80418788,34.65042184,26.88932972,27.03908493,28.84357172,22.17170431,25.62187484,26.55541538,27.42174049,26.77477883,28.83282491,26.06441386,25.48369758,26.52467189,25.57345993,23.7451247,22.61639694,24.59307045,38.68850601,36.74032008,34.15997015,32.32099258,31.60856856,35.45425357,33.92938973,34.07775237,32.73711522,30.76031222,33.10827808,30.35143656,24.25419795,23.37667806,25.75620099,32.0150206,33.22880072,
IDA blend,IDB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,45.8939833,54.89895404,64.43854805,63.65873388,52.73602958,55.61337413,54.30970526,53.68834452,60.88891916,38.31893491,31.62090492,40.11945773,23.44349246,25.07754112,29.45664153,31.62107118,31.45361596,31.38814294,32.08537159,24.34199548,27.76100169,24.267704,25.89677178,27.9193757,27.81430403,24.58037341,25.1808847,28.96933641,65.49021453,62.38218441,57.53554246,52.53802574,48.29084919,55.86920805,51.41884295,51.57372439,45.55189279,43.11679243,48.89253851,43.78114687,29.70421963,28.71681496,34.58263886,41.41949198,43.89773578,35.54173437
Indonesia,IDN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,15.14476615,13.69047619,9.157509158,8.596491228,4.976303318,4.620853081,3.849765258,3.214024836,2.88,2.813504823,2.870304748,2.624594515,1.134605467,0.747863248,0.673904905,0.588053234,0.588928151,0.138248848,0.089839349,0.079040314,0.074606631,16.22792679,16.63933122,18.32072345,22.48023588,24.10076733,20.91260425,21.0065569,21.17419515,16.53966546,16.21415044,16.56839155,16.16650846,16.54027382,16.00907782,15.77345273,14.07697371,11.78213849,12.79152385,16.99659103,24.32034524,20.74870181
IDA only,IDX,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,37.77742671,35.49392486,34.54512071,32.41120348,31.74311876,35.13095969,35.67960532,33.66625228,30.32422745,28.26783297,30.0147029,29.80412916,28.69833531,28.32550114,13.45682942,20.95198491,22.68293857,23.74619748,28.69238139,29.63602164,27.42346692,25.16794545,25.45808816,23.85351373,23.10710641,20.66700412,21.28578085,20.04518295,18.93542283,17.95447946,18.35544139,19.72886081,20.97569055,21.4001525,21.65296171,23.62131267,22.10344247,22.06440463,21.00588654,20.70862223,19.90258917,19.43367301,24.75378063,24.89046119,
Isle of Man,IMN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,41.49789528,35.35906476,27.72933962,22.54361488,19.7062362,15.59772243,17.29731948,15.70603757,13.79390221,15.92124799,15.7367297,17.00629363,19.42871888,23.24609381,20.77006709,20.81392163,19.88012957,21.15607243,24.67372869,28.42211622,27.95135541,27.70127284,21.75914792,16.02111073,13.16458276,14.21030578,15.48953927,14.96982592,14.83576401,13.03295104,12.60740535,12.50842358,11.84061303,12.11739975,12.14527899,11.38683627,12.83317787,12.07116981,11.37552821,11.87445855,9.195539778,9.412097495,9.194177617,9.298540791,9.86579255,10.26754471,12.23303838,12.16022706
Not classified,INX,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.858782544,4.518573175,4.911391336,5.014675636,5.070311963,5.405272884,5.867443162,5.876437493,5.507277453,5.223658924,5.468927221,5.383417036,5.038860414,4.104703583,3.634924563,1.016215234,0.897846748,2.244865899
"Iran, Islamic Rep.",IRN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,8.034703885,6.29899973,10.30927835,2.594936709,4.514363885,4.856115108,9.626719057,15.89958159,12.9330254,12.91291291,14.74654378,27.65957447,26.31578947,21.18380062,10.49562682,12.60330579,8.75273523,1.812977099,22.19512195,25.89118199,58.41184388,44.10609037,30.36231884,42.98874104,49.44731024,,,,,,,,,,,,,,,,,,,,,,
Iraq,IRQ,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.79136691,58.81686952,30.92230696,29.98398719,14.68208092,17.67541267,20.61139416,24.57659014,12.64287035,9.512787872,6.665039063,9.643984634,10.37742258,18.23013854,9.226279878,11.92796913,9.263766669,
Iceland,ISL,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,68.95043732,70.34358047,72.07949588,69.19191919,67.40304369,70.97203728,73.39861281,67.97546012,65.815716,69.72624799,62.11480363,53.8596053,52.70338555,52.10964794,50.74837841,49.69808709,45.93747249,46.75079527,47.29628343,,,,,,,,,,,,,,,39.43649414,39.13287278,39.36399924,40.03066586,39.17692512,37.97310634,35.77647871,33.77406604,33.9251367,34.68116741,29.60215248,27.46780635,27.19932782,30.43644223
Israel,ISR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,52.80898876,55.75221239,,,,43.85245902,42.02898551,42.30769231,39.03061224,38.62559242,39.74358974,38.32335329,44.85714286,44.02895054,49.91023339,50.36297641,46.54517844,45.64393939,42.60599793,37.5815572,38.30809014,38.62219106,33.6940426,30.9848872,33.50387266,30.45352264,31.05657718,29.1172978,29.07610017,29.18877763,30.7600924,31.59299273,27.46492275,27.82753628,25.72039398,25.45472944,22.94614827,21.92755498,20.91688542,18.51633505,15.8747639,17.00424986,18.20719869,19.89200368,20.23056687,21.29336446,19.27007914,20.85075432,20.68964139,14.44633867,16.94387924,15.08602361,14.28449999,12.4074517,11.59993373,10.60380391,8.656469779,8.639318143,8.326690242,7.545455818,8.01477438,14.57197815,14.97122796
Italy,ITA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,34.9827883,33.08738936,29.97186251,31.94966296,32.29642883,29.85857971,29.98370667,26.43061213,24.30540203,24.28425762,27.01230352,26.68314041,24.70070413,22.66699737,24.16457556,24.84047908,25.97660856,25.86617224,28.868847,30.20019733,23.02450294,24.45608511,19.71450884,19.59062925,19.16608616,19.31491779,18.47631572,17.67218752,17.20026732,16.16538236,16.10300026,14.14647292,15.24523134,14.71536367,17.57158094,16.50819137,16.30892993,15.95115476,15.94148889,13.83492087,14.93333931,14.01166163,13.23749702,13.98148712,13.83066869,14.55092307,13.90672059,12.98531964,12.86574386,12.43883887,11.50689314,11.89005897,11.51204449
Jamaica,JAM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,34.2228212,35.92105263,36.31676558,33.92014519,29.87203412,23.91561806,20.93098258,19.49432801,21.42490372,23.63378282,20.79751131,18.48987803,20.38332663,20.33297141,18.026653,13.07230818,12.40332013,11.77451717,14.86225895,16.00535851,14.18498285,15.19918651,15.83567617,15.40632054,16.52834364,18.77041718,19.60200539,22.5545675,21.98194493,19.65008337,17.56144201,16.75023929,16.97356453,13.15859906,11.35192692,10.958796,8.60145251,8.343634319,7.472035064,6.126801769,5.456481845,5.895935627,5.948028547,5.340642004,8.807268128,6.935301829,6.795775777
Jordan,JOR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,30.73394495,32.43243243,30.40540541,26.01503759,21.73112339,18.60338218,23.81405613,26.84491766,27.77970235,34.41655182,35.28217232,32.7819118,39.12692206,41.33602694,30.32599684,30.92888974,29.10873856,24.00285097,25.96124139,18.81752428,23.26581319,23.57085026,22.85990145,24.78914,20.5918619,22.74445357,17.15243142,17.65786836,18.70376893,18.63635157,16.76918117,17.66494125,20.76172144,20.98267717,18.51247031,19.22666535,19.19665232,18.94549604,21.42664436,24.33266264,24.01252015,23.36383158,24.27567948,20.95706811,21.51480555,19.64128327,18.84297192,17.65545626,20.67586125,21.96387457,
Japan,JPN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.26161829,31.82483232,34.24804938,37.88043808,37.33564159,37.55363077,36.85362018,34.79012341,33.78797478,35.88609098,35.12328679,35.15701355,33.76114728,26.67787225,32.04530218,30.27798474,32.07542773,29.77728122,24.8431331,22.35646547,18.59095605,18.76531031,15.2865022,12.7865703,13.0689609,15.15918478,17.62817965
Kazakhstan,KAZ,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.68865633,64.02728351,58.78370353,42.88399867,45.09383378,50.96959743,50.73884396,45.01668487,46.47443914,46.06977393,51.20250609,56.52988427,53.46062864,56.30945254,56.7882293,58.54451055,54.17111109,49.64195715,49.57028558,58.29497457,59.51301714,55.82653158,55.23486658,56.73881412,53.15411666,66.99942163,69.97305294,60.75408506
Kenya,KEN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,46.97711549,52.26633581,38.89140271,39.65336821,44.17337461,42.11493658,40.29551157,37.84604842,39.12142561,38.88988683,34.54639024,31.28124178,30.03893648,29.97718631,29.10462855,32.04704422,31.6229239,31.63545466,56.59350264,56.03226717,59.49384683,55.69008254,48.80122987,48.3629069,50.76319906,56.59350264,56.03226717,59.49384683,55.69008254,48.80122987,48.35897493,49.9790059,46.77709024,50.84480879,49.34764508,54.70007284,52.11187928,53.07667397,54.04017482,51.78595212,52.62282528,46.03230951,42.87808315,42.34583642,47.11462635,37.5604097,38.52462649,
Kyrgyz Republic,KGZ,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.11226252,43.86383812,39.61483449,22.99142585,21.99501247,33.43999166,33.5079581,29.41787962,27.21523016,31.36732936,30.73120333,26.51194819,25.93628284,16.09406272,21.30022674,18.43450336,21.51500621,25.70966634,19.99075868,18.6574681,17.69025644,17.76431433,22.33390808,19.9655661,25.3718951,26.26242249,24.97122458,35.88173422,39.2624714,
Cambodia,KHM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.43589744,24.88888889,30.52325581,32.63157895,33.68983957,31.43419854,22.50278944,23.86861686,19.92927822,16.74026793,16.83108163,13.6971342,12.77369621,13.42962326,15.57729005,16.31531135,14.73767441,11.78976672,10.60443321,10.24296472,10.24656569,10.56425301,11.08445362,11.85407836,12.80424365,13.10642388,13.43243134,17.20759283,29.02518091,15.86565439
Kiribati,KIR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,53.53535354,67.05426357,70.98372258,66.00140878,61.75054705,58.76826722,35.99019007,33.84615385,39.53190125,44.52501813,40.07391763,39.51721985,13.44521969,17.40444828,20.3570251,11.76569178,,,,,,,,,,,,5.794902003,8.880703376,12.09802347,10.11427767,12.53936823,14.36823453,20.04852219,29.6987677,21.30048818,25.03951634,22.85182228,21.34819959,29.95315376,23.29497572,7.31298195,44.56718074,
St. Kitts and Nevis,KNA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,6.686425608,8.74884152,7.196029777,7.499068207,7.494661431,5.744437796,5.482967802,4.510806206,5.246577002,6.355677028,7.538520311,7.572436332,8.15246162,7.921165899,11.09595979,12.17019291,11.66030303,9.561139073,7.455728292,7.04674271,7.033564745,7.778182673,8.954241647,13.17625187,11.13960369,10.78235962,11.3909693,11.53389494,3.223387762,4.258272952,4.281394913,4.122368156,4.193483066,4.982808861,2.717682941,2.602497736,
"Korea, Rep.",KOR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,26.15969582,21.29006727,17.55134703,25.85858586,32.02906307,33.88203708,33.73670595,35.56491673,33.88461884,33.09722663,33.29739771,31.05646068,32.67241865,34.31333669,31.99813784,36.56596312,38.96299894,40.7260435,42.84879993,39.63801858,36.89333223,40.72972075,38.67011313,41.97307,43.23208159,44.46657412,44.47023899,49.87397742,51.50588964,48.69634259,46.58908486,47.88853881,49.75021984,40.18119275,47.58488452,41.37852318,40.67221266,36.808016,34.43342735,35.40315481,29.21078585,27.93557724,27.17807841,26.28441628,26.93639758,35.56183004,37.33190913
Kuwait,KWT,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,80.55555556,79.41176471,73.80952381,72.22222222,67.62820513,64.30976431,63.53276353,85.96491228,88.38383838,92.34449761,89.08450704,89.83739837,90.30837004,88.59315589,87.27272727,87.5,66.51162791,78.49462366,86.12903226,86.68555241,83.60655738,79.44279145,80.96280088,80.09623797,86.339489,88.02656153,86.01024209,82.23873442,85.97526166,68.07821982,58.84608525,42.4137931,37.98114083,40.34792732,29.99532112,50.12777908,53.47794751,49.46107975,22.9117525,29.31199991,30.16835012,24.68665977,27.73549463,16.44983896,15.7147723,11.90294236,13.93528418,17.83804731
Latin America & Caribbean (excluding high income),LAC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,25.22074215,25.96163082,26.89935733,28.11029605,32.24137773,32.10076129,33.98677947,30.71272677,31.61212627,28.74032958,23.99118529,22.76659335,24.54514949,24.5509763,22.22560229,22.05795544,22.64499965,18.5976091,16.03598101,16.12113377,15.00695013,13.40629536,13.51589368,16.72657574,17.6278489,18.02613698,17.71772323,17.51516349,17.22160135,18.09301517,16.58718242,17.37298948,18.39542443,18.15918177,17.42806966,16.49675677,16.05119549,15.13900639,15.00179211,15.29381111,14.77328309,18.18638244,16.95430266,15.41793882
Lao PDR,LAO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,50,50,50,50,89.85507246,82.52427184,74.76635514,54.63917526,-227.4193548,21.66462668,13.91625616,19.17475728,22.35772358,9.721543723,7.491486947,9.679089027,14.74550898,20.0901659,23.441433,26.16703278,20.68729516,19.79540613,17.56922923,16.27293224,13.31236812,10.83979895,11.42416963,9.761767896,9.139803331,9.508206114,7.599651891,8.005524866,9.72106457,10.73911019,10.75572232,14.17497212,23.10199404,49.46242106,
Lebanon,LBN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004681158,4.309003089,5.355809509,4.035363311,4.089003255,4.548732938,2.830393151,2.267533139,4.071694077,8.229838168,7.660071719,7.309466489,8.742133629,9.236973245,7.815430742,8.640518096,7.425492476,5.395726388,2.494486794,2.441057124,
Liberia,LBR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,29.41176471,38.16793893,43.47826087,54.14012739,63.03317536,63.87434555,57.82312925,84.06169666,84.61538462,,,,,,,,,,,,,,,,,10.43607111,13.63670942,10.506204,12.95793985,10.56031328,10.49053508,,,,,,,,,,,,,
Libya,LBY,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,71.03448276,74.21203438,83.57348703,77.5308642,77.30673317,78.03030303,78.59078591,80.55555556,78.49462366,60.23166023,84.07079646,81.2,82.42677824,83.82978723,74.01960784,80.62827225,61.70212766,67.5,62.65060241,65.27777778,64.93506494,67.80821918,37.93103448,13.44537815,13.43283582,14.90909091,17.62917933,17.94871795,27.6849642,33.24675325,23.22580645,56.71641791,68.05194805,64.00877835,74.62686567,71.94480946,73.0405781,41.66666667,6.832298137,38.59649123,38.59813084,38.59386687,25.53444181,32.16957606,,
St. Lucia,LCA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,4.62165836,4.998092331,9.83974359,9.559654783,9.66765873,9.628264875,7.549909959,6.340288925,6.091052788,5.358971122,4.522774154,4.720460055,5.411885198,4.38323815,4.117403981,4.601189423,4.643845107,3.873031472,4.180239109,4.978106439,6.349762494,5.067153251,4.926439283,5.336802217,5.548058018,4.588752275,3.604305562,3.492207959,1.786848117,1.716092881,1.888333804,1.408439199,1.325136034,1.20172668,1.940455014,0.795434907,
Latin America & Caribbean,LCN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,27.11806712,27.47830889,28.604029,29.804517,33.78159635,33.35104061,35.0796062,31.78298082,32.5454682,31.0990556,26.4696682,25.60217144,27.06745272,27.58916695,24.99445049,25.00169821,25.14748242,22.01521373,19.6303457,19.53861001,19.12398907,18.11212106,18.10016997,20.56928216,21.81522603,22.15043873,21.98724326,21.65621128,21.4630548,22.42084779,20.7378415,21.50241642,22.44661724,22.23848679,21.68608244,20.32833964,19.43318021,18.51731565,17.22241864,17.44296435,17.06473868,20.86446919,20.15190624,17.87069218
Least developed countries: UN classification,LDC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4987067,29.08734104,18.57006222,21.79691197,18.47546335,22.43514015,29.13597814,29.22433831,33.3743216,27.57301434,21.47087524,21.29071123,19.27081658,16.95728295,17.26184711,17.50803412,13.77719168,13.45707564,13.9075188,15.39128562,16.39780353,16.80000212,17.11584582,19.20218957,17.5465013,18.87260231,18.02700338,17.54247878,16.60721605,16.50267333,22.08616272,24.01888717,
Low income,LIC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.82954544,18.44747131,19.17212869,20.0077856,18.98854554,22.95110382,26.69280238,26.60591111,33.19518955,32.91178509,37.97960514,35.18824274,35.21413859,27.58336747,27.09819119,29.7821946,27.61609892,
Liechtenstein,LIE,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,42.85106383,38.08928571,30.85096985,20.82766511,19.50529192,19.42737696,18.46291598,20.92316103,24.02968878,25.54383637,31.23010978,31.60318678,36.69993603,38.7133763,39.88954876,39.68672556,38.93897255,36.45359227,38.10315529,40.20321436,41.89496755,45.76132739,45.74663176,45.18990807,42.92270704,43.68276717,28.79611374,41.22896338,40.48373164,41.43718299,44.33743913,46.81050072,47.74605346,50.38861411,46.20229517,47.34180001,45.46309632,43.3020551,38.30419687,34.503559,33.06176935,31.67035446,30.43184352,29.81320914,31.38643632,39.01234547,,
Lower middle income,LMC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,29.72384176,29.37894124,29.26122775,27.34766633,26.352646,26.08153833,26.28817122,26.87602656,27.73195091,24.08499001,24.92855005,27.69581086,23.93418251,23.55368383,23.44881823,21.03236607,22.30970268,27.1227343,28.12517651,31.47318604,28.16289548,24.17952857,23.45194838,23.12989036,21.22950946,20.73430365,20.39100677,19.42762744,25.43277779,24.03967695,22.7754725,21.9674672,21.54572451,22.46016836,22.68307461,22.09773476,21.18643903,20.98798194,20.65468684,20.22057426,17.53045411,17.2047707,18.11307371,20.61637017,21.05926618,
Low & middle income,LMY,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,40.09993875,41.10889796,36.78561952,36.58647389,31.36876939,29.73207187,35.28507772,31.09531598,34.25483536,26.05363743,22.35419628,19.34199181,22.20817771,21.98907973,19.60045946,14.00465295,13.07590071,13.123282,13.67111949,13.85226592,14.75466445,18.17839527,18.86069149,22.2141407,23.20211833,23.00276202,23.21148015,19.23489922,20.79444486,20.16869564,20.66483632,19.92372191,19.49135108,19.42047584,18.83684018,18.96874495,19.22232694,19.19368247,23.54389848,29.56555435,29.91227473
Lesotho,LSO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,2.857142857,3.658536585,3.03030303,3.361344538,3.2,2.958579882,2.43902439,0.236105883,0.570576434,2.276352138,2.11144899,1.73652372,0.974522113,24.22627789,23.72348126,22.87191562,13.36795893,12.34358567,11.32794871,14.507743,10.46506569,10.02899112,14.43404233,9.118655352,3.315808739,2.732014214,2.523488864,2.672629278,2.222290287,2.076854935,2.646464031,1.971114358,2.812014052,2.274535688,2.402050848,8.640626535,10.80205978,9.545643907,6.038485518,6.891014002,2.504241308,1.424892145,2.072990456,2.054557365,2.223603036,4.500145038,3.350109558,4.438753735
Late-demographic dividend,LTE,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,50.62599388,52.12757785,46.52192948,46.14261579,39.99545782,37.29716987,44.76209168,39.82211768,44.10419634,31.94165693,28.11628229,24.70463564,26.55390642,25.16537929,21.03715673,15.11137678,14.1208415,14.62627722,15.40635987,16.09080546,16.07327403,21.01109229,21.32466686,23.01889809,23.88960588,24.15908219,24.76084588,19.83766268,21.55850459,21.59593801,21.80591268,20.69834504,20.59521248,20.73080513,19.76892338,20.75591366,20.95338475,21.23740252,25.27828754,33.0920847,33.97302198
Lithuania,LTU,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.64120593,64.49303282,59.62389954,45.59406712,36.42317071,32.50918998,30.40944091,37.40769618,37.90821923,37.84641025,40.85621487,50.20371634,51.05161758,53.21734389,54.53309419,56.68289438,54.00425856,56.27229189,55.41794332,57.88202096,59.65029442,61.47014967,59.06170975,57.30924334,58.75870018,60.41836431,59.34496753,62.77199966,55.95136676,54.90022879
