Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Comoros,COM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,43.97463002,30,15.58823529,22.30483271,32.10749646,22.37442922,19.40298507,57.13680644,58.4914611,52.93166195,63.7603796,33.14931651,24.91306508,18.53141058,15.91465547,15.81234568,,,,,,,,15.83702693,12.22942013,12.30980213,10.97199302,11.55550174,12.30536345,7.713822034,8.104782408,6.040610539,10.90834429,,7.317236547,7.043495036,7.059116023,6.305987442,6.060777215,6.551991003,8.594863347,4.039360222,
Cabo Verde,CPV,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,43.03680982,58.5078219,78.56537333,80.66683132,86.98630137,78.12046988,81.34149898,88.10672623,88.7470314,84.63475849,49.82356993,59.7943561,58.89910232,44.31535833,47.23778397,55.24439265,48.47312513,53.83832093,57.36597343,63.34178104,65.52591993,56.29926571,44.13089988,44.40479291,41.30613842,42.80858981,43.38617206,44.17629237,40.63759701,33.79443413,26.74518634,30.91466897,29.81505259,35.275426,26.0708495,22.26936965,21.71583778,19.03550603,17.83817912,17.68909833,15.79092165,17.91944077,22.00113936,22.73405353,20.97341135,15.83046144
Costa Rica,CRI,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,28.64117168,20.85798817,22.23728814,26.39344262,20.32967033,24.39965695,22.18856494,23.53858145,19.21583851,18.95949721,17.96973518,17.84751165,17.00507614,16.29223118,15.89913936,16.52023264,14.70793114,14.83488132,12.05826814,11.44329739,13.19175583,9.719131099,6.964520229,12.72256222,12.41371911,11.34689592,10.57793259,9.276062606,8.87200332,8.874701282,9.052659649,9.713085109,9.707189644,8.178467987,8.411278346,8.744473562,7.808309601,6.168343184,6.468460192,5.915976538,5.308754389,8.749822888,8.539964329,6.351195446,5.127641789,4.245530562
Caribbean small states,CSS,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,27.82287658,26.51940451,29.72943003,26.36487584,29.21225958,28.10276079,30.17166309,31.66718385,48.42524344,45.76983693,44.02619647,54.23749952,40.35154535,37.3826988,40.22767866,41.77519778,35.44720087,37.19806674,44.66372799,43.25245098,45.55835389,33.25718938,28.37948023,27.21179505,26.24127697,29.55384896,28.70305605,26.89376856,29.08961858,28.00668419,21.90504312,19.62353328,19.28692262,18.16841946,20.91942435,19.81741763,18.42256374,29.70274367,31.69734052,29.77569066,26.42261364,26.60947339,27.56055084,21.0532765,16.97879694,20.5867973,21.19030792,
Cuba,CUB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1793803,13.07224432,16.31236932,14.97783169,10.70046334,9.669169703,5.982458153,3.943113636,3.991424358,6.819755684,4.498993046,
Cayman Islands,CYM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.706123725,2.575571997,2.775696802,2.941664422,1.789562905,,
Cyprus,CYP,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,32.12560386,32.01663202,29.79066023,26.41509434,25.18457752,22.49848393,20.36516854,18.34932821,19.4519723,21.15228564,20.47892242,19.1370768,16.91762622,15.38906566,14.79598164,17.14285714,14.27997993,14.75619347,14.32807999,19.79760547,20.25761948,19.75785677,19.32706668,17.68796614,18.66328257,18.45959386,22.18445438,26.18243418,26.28126488,27.25856077,26.89650408,27.23157235,31.70220358,34.9652688,35.49906032,33.73172412,33.2569043,31.09786536,27.5524245,28.71277379,26.68482077,25.07966029,26.18191344,23.89547936,21.98057856,19.69773166,17.93721883
Czechia,CZE,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.48763796,19.39627256,17.98398935,15.26404,16.72119645,0.338474086,0.534953204,0.198508689,0.139277552,17.24540428,18.95297807,21.55967088,23.05329244,22.51207528,23.95209581,23.98051379,23.70255583,24.57184591,24.42284526,24.14910125,22.62404885,22.57636264,23.76545362,23.46456532,23.58760368,24.56052064,23.04011243,24.59557145,25.53897958,25.45072895
Germany,DEU,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,22.11022337,20.93076805,21.05924074,21.62738902,22.00985154,39.67604803,39.44895958,37.47510306,38.91736665,34.77564253,36.05101306,34.61397231,34.47937825,35.38330739,35.01402185,32.67214028,31.18614088,32.83686123,31.84171612,32.74009098,27.76546463,27.37973811,27.21817752,27.60145282,25.5253623,25.76725964,24.40998899,23.59874432,23.58431648,23.16346081,24.34979837,23.15405999,21.8140615,21.98688602,23.8841966,23.5402689,24.39210732,25.53066065,22.7516321,24.63419455,23.84716735,22.63990062,22.29975195,20.747599,20.49879681,19.15429485,19.47660868,19.91986922,21.74421968,19.80550162,23.27979407,26.45045688
Djibouti,DJI,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.6918239,60.6918239,50.70093458,65.37944929,56.15444924,63.70506912,65.84317938,68.91966251,75.45847751,76.19202869,76.35460451,75.60627675,78.19190095,77.9992235,79.10554137,75.95444244,77.5199464,82.86242635,77.77998018,77.20810647,76.55902829,74.98737829,85.39529383,82.47395882,79.88022219,80.31412173,80.31068483,77.77191338,77.7724057,81.66697765,82.74310569,
Dominica,DMA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,11.60949868,11.53846154,11.53634865,11.81499008,10.84269663,10.7243745,12.01901516,13.193415,10.41771154,9.2281574,9.723677679,8.840242198,8.347223441,7.613011607,8.08393387,8.170989537,6.951288637,6.457193532,7.055336423,4.713649131,3.747920644,3.461341627,4.374830802,4.337532962,3.003919536,2.159917331,2.819481501,2.685646341,0.398056918,0.311158001,0.322489398,0.412657244,1.072653563,0.891076065,1.017593968,0.775364926,
Denmark,DNK,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,32.07156959,32.75251338,34.00160319,32.57090765,,,45.26940847,43.45344121,46.32975878,43.32724884,39.66354862,35.9620175,31.76343554,32.74875493,37.53230156,32.45258521,32.25516853,34.8498561,43.13501362,45.18920662,44.64119987,43.98161326,49.9761037,47.98795332,38.1206671,45.4844929,44.90945879,41.20591835,44.27542554,47.07250753,61.95379379,62.8329262,63.71657324,63.64306148,56.96809772,62.17166716,60.25526922,59.8830011,60.55618928,60.88382531,57.23801519,51.65044781,52.26414626,51.52791777,53.36343762,56.8905734,64.24710998,67.96076554
Dominican Republic,DOM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,24.48275862,22.24043716,23.18421053,22.35955056,19.91452991,19.20300752,15.83710407,14.02930403,13.71805441,12.50696379,12.28723404,7.971014493,7.956707117,9.335014182,5.452814795,5.836843272,5.649376759,5.935450466,5.741738244,4.502951594,4.16236089,5.592481349,5.621432517,5.886118598,5.202005088,1.570867547,1.495297682,1.488318844,1.895173231,1.71714897,1.615183246,1.578256179,1.517338061,1.468356595,1.985444331,1.896911124,1.866114749,2.172988186,4.692073171,5.364018588,5.994686395,6.433275898,8.661046854,8.20066472,7.545733026,8.217784414,7.36291963,7.53639541,7.272954873,7.136752637,7.09060152,7.461509409,7.987265321,7.376008414,8.802746544
Algeria,DZA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,37.42325581,43.3851468,47.60638298,43.7186223,43.18848168,42.02608696,48.93432067,44.16784203,45.35255162,45.36794767,46.82316119,47.33861835,46.13027877,41.57821229,45.18127979,,,,,,,,,,,,,,34.50932685,33.12101911,35.10982297,29.08766513,28.25835093,22.053445,19.89368426,20.66825641,21.25681501,24.15797554,20.05036311,21.41193331,23.44644426,22.19312927,21.08199642,18.30916287,17.50656709,20.95364036
East Asia & Pacific (excluding high income),EAP,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,46.50799806,47.41482932,40.43761945,39.6664452,33.45662349,30.34346829,39.49529433,35.11711022,40.84808985,26.9639962,21.29825324,17.03043308,17.49900792,17.10378889,14.3716571,6.696204771,6.009892564,6.104791165,7.097952075,7.504661422,8.571149629,15.15097707,16.34889791,20.17180807,22.11388975,22.77738989,22.98301529,16.79126281,18.47757276,16.92097951,17.93236048,16.90832893,16.35250487,16.51356145,15.2417811,16.24562588,16.63586196,17.21391611,22.47048913,33.72785353,34.98365973
Early-demographic dividend,EAR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,35.61236383,30.83586025,22.25573296,23.63257944,22.22561292,22.69613361,21.98867552,21.99241035,21.24751295,20.26764534,21.09463777,21.5151065,20.38456079,19.96282356,19.80285208,18.24363776,17.84961861,18.89775861,19.36398087,20.37213289,17.82228394,16.79244371,16.88072356,16.7100666,15.84924299,18.77517316,18.28774968,18.16855045,18.82166319,18.88961502,18.5627636,20.48508807,19.42324692,19.50382379,20.21673792,20.57277255,21.10636531,20.32752531,18.83343542,19.79096101,18.21568555,17.88783798,16.74906148,20.2048472,20.58590601,17.53973633
East Asia & Pacific,EAS,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,42.189352,43.058182,37.98762755,37.03382621,32.24313523,29.57459417,36.87029571,33.60914184,37.34081783,27.78358149,23.81549717,20.87070019,21.47601952,21.95293597,21.25022365,16.71119485,19.18113813,20.22068287,20.99665262,21.16981657,21.64755242,25.79615351,26.58899481,28.75137924,29.06633544,29.42311858,29.80201737,23.57887745,26.06170469,23.94645957,24.29820303,22.61243289,21.51431788,21.06371816,19.04191841,19.61657322,19.39160782,19.43444151,23.01894947,31.39151533,32.45546168
Europe & Central Asia (excluding high income),ECA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.74660556,35.91005554,31.55006378,28.54715713,28.08122645,30.63622084,32.41421398,35.48808765,35.0422794,32.0199604,31.66419683,32.29731814,31.8947798,30.86206279,30.84589433,30.70778709,33.13065101,32.92747963,32.79937462,33.70630412,35.35557838,35.74365333,37.664223,37.42547454,37.1284347,34.79279725,38.24113783,37.04718251,34.89417612
Europe & Central Asia,ECS,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,40.26978031,38.38018389,35.95560458,37.02061365,37.26712583,37.52784668,34.98057792,33.63969343,34.02406667,33.01080083,30.6860525,29.64613968,30.79698289,31.24168993,29.96602828,27.96573961,26.5435372,27.26682973,28.0529883,27.07071969,26.22336719,26.08748015,24.62521429,24.24415781,24.06320736,24.7685077,24.36430332,23.24235399,23.32791491,23.23360999,23.35071342,23.72482129,24.03446345,22.10841652,23.22230804,22.93673784,22.46763965,21.6138877,21.24220856,21.01634265,20.53405118,20.75812515,20.8744128,20.90547318,21.10310804,22.73792656,23.66907897
Ecuador,ECU,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,40.32723773,47.04793028,29.90735022,43.31147541,37.04342824,40.44854881,39.83146067,35.99326599,28.04428044,47.83783784,44.92753623,45.43147208,48.42615012,48.14814815,47.63779528,45.99236641,45.03424658,47.36187158,48.06276667,46.29112576,40.30583204,37.16604982,35.85021486,38.12946487,36.32660145,30.76626004,29.42900984,32.84267808,36.02314989,35.41851792,36.50831193,31.08998806,27.02183531,27.7507185,26.15731129,26.77552852,24.16922761,22.66150232,19.59146911,19.64466008,20.96623034,19.59566177,18.76305909,19.81618318,39.22270205,31.5494721,22.9757006
"Egypt, Arab Rep.",EGY,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,45.53556415,52.09480888,56.95746818,54.05688254,65.31859864,64.66539602,61.81844548,63.40343975,61.84274944,58.15137654,55.86405767,52.01476365,60.60761268,50.06753247,43.12703583,40.85625177,40.54550594,41.14129728,38.75574921,29.61779932,27.75053867,31.84371808,28.6545925,27.30463508,31.06339051,30.64643366,30.43995792,28.59309147,32.84447736,34.66719718,35.34710777,33.07982941,31.44463952,33.51723262,43.08557316,41.55859373,52.67484649,48.29553587,53.76456413,61.54678448,46.20418426,38.59555711,35.06217736,49.60664427,40.92468537,
Euro area,EMU,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,29.12430363,36.372435,35.61909534,33.63653764,35.21668086,34.31970284,34.6984871,33.3828022,32.82655224,33.42904495,32.83597254,31.15960507,30.31315016,31.66461783,31.04522809,29.86848775,27.48687998,26.74180608,26.94995148,26.89057409,26.22623179,26.12038261,25.78145773,25.29410704,24.84347822,24.20489021,24.33785017,23.28447706,21.66672238,21.9373261,21.69453691,22.21417576,23.08804896,23.40989916,21.02222393,22.45914653,21.85359118,21.14251134,19.81194541,18.99308473,18.80681217,18.11357452,18.38549486,18.64377954,19.02162508,19.08283361,21.44046898,22.67856037
Eritrea,ERI,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.37037037,35.74833174,23.05276382,30.46107153,18.04383566,18.1985714,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,22.31207647,24.38234542,21.73164395,20.27470179,23.81333923,26.23996666,26.49301649,23.96175476,26.95523794,25.28566516,23.7752302,19.43143679,19.08077754,19.47166283,19.31084976,17.18775015,16.42609931,14.94633166,15.10319282,15.8656265,16.44268627,16.99306181,17.27535464,16.44051196,,,,,,,,,,,,,,,11.68601179,11.13292064,11.47643665,11.00118878,11.39950559,11.50726688,11.9762098,18.46074244,15.50224094,13.41309315
Estonia,EST,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.70220479,66.50219705,60.94732668,41.12198023,38.11803954,47.34010289,44.41655815,44.88434165,45.34599472,41.55404774,43.14584608,,,,,,37.10281629,36.55643627,39.65133593,38.81123055,38.98466566,34.64371158,33.21460844,32.03411685,28.620978,28.91211039,29.84787233,28.64500587,27.0641055,28.48424246,25.45636135
Ethiopia,ETH,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,74.51990632,63.63951473,65.95387841,66.46775746,68.10632689,74.74988734,66.0375051,64.7718565,57.0689244,64.49372161,51.18953212,65.89607635,73.55134825,80.64516129,83.38842975,80.2258239,83.12635206,82.01332366,76.86334264,67.63542698,66.69501173,46.49605277,48.54894851,55.88837815,70.14492492,66.45992533,50.85258005,46.3068882,59.10310972,68.07335514,65.82269562,65.83996298,65.46576691,61.60421006,61.76424232,68.18785657,73.2654396,80.48007415,80.29974765,80.11839879,79.78582932,72.36233024,76.27920425,69.41017295,74.66266933,
European Union,EUU,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,30.6547444,38.35475688,37.88054507,35.98876878,37.4257278,36.78748157,37.81512328,35.16218741,34.47876905,34.99175999,34.32885237,32.35114295,31.24423412,32.60485856,32.5418942,31.14996758,28.7352391,27.30228616,28.10430408,27.28919125,26.35912272,26.0784402,26.40933303,24.6515164,24.14903791,23.44785662,23.74181594,23.71239067,22.7612515,22.91683856,22.87813835,23.36650278,24.06125785,24.37801415,22.14039616,23.28082163,22.81965151,22.23407574,21.05023435,20.35109337,20.1513116,19.39984635,19.64593063,19.88798541,20.19592916,20.31380442,22.53353687,23.82670087
Fragile and conflict affected situations,FCS,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.24115692,37.49312089,36.10304643,36.02658064,31.80096014,30.65936455,30.19103893,29.50807786,28.03512689,30.0551001,29.21171511,47.09217456,47.99572703,39.79667262,38.79314952,35.51095572,38.79972721,38.67790731,38.54897957,34.7463781,31.81261606,34.43893569,34.51178455,25.81031998,26.18820978,25.81447042,31.29858361,29.9802191,
Finland,FIN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,30.17675632,32.28744712,33.05619677,32.34291005,38.9970343,35.81160708,34.43930992,33.13210508,35.84972378,40.73360762,37.89639588,36.59106296,35.8774335,36.48275204,37.18426731,37.96585805,33.63716573,30.8496126,30.92807721,30.7330568,28.56345979,27.45692473,26.83513129,34.80901831,27.62342574,22.34676153,17.49835979,26.24859144,27.00642014,26.19136977,21.56161071,,,16.56888547,14.38977457,15.59002074,15.43350248,13.43037014,12.57437892,13.30329322,14.50096615,14.42877553,15.05766168,15.90036046,14.81927681,10.13474424,11.08783603,14.76499325
Fiji,FJI,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,12.79363529,20.12641793,19.987636,20.75771749,20.91336467,22.77030568,15.95184349,17.19011558,21.17763483,22.92682927,31.37011779,34.22987269,33.5224251,33.47280335,32.74637467,30.5186635,32.51051133,29.9270073,26.71764309,28.45866667,30.7444668,31.39561161,34.71453341,30.86442862,30.42895646,26.18679582,32.13155133,29.47370343,32.08258829,33.75002499,30.15279211,26.74863981,26.81232766,27.96942095,28.18697527,27.79259528,27.10577458,26.15984589,27.03775187,32.37390936,32.0469807,41.10226314,49.96356988,38.81227484
France,FRA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,27.40942973,26.96131946,25.95121702,24.39206097,24.84038364,24.83272011,24.397468,25.11410406,22.85772086,22.34113565,21.51426259,21.20666411,21.53358265,23.38324893,23.22722445,21.34582406,21.64969595,20.08638051,20.68010676,21.28009791,22.45590683,22.37459397,23.13264193,22.86040712,18.71915209,19.31403631,19.26374501,18.67598993,19.34352525,21.42820423,20.93723348,22.38970472,22.29464278,21.78975566,20.12602699,21.44521129,20.85980273,20.26203036,18.12988278,17.64149529,16.43303708,15.58326747,16.80719171,15.50250386,15.69886718,17.3211535,23.36448228,25.78972609
Faroe Islands,FRO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.75147001,34.73873874,34.19833179,39.19014085,36.1173498,44.31245965,42.69459601,35.72368034,47.60622434,53.16000184,59.45691266,43.90025887,45.51893531,40.59470503,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.871426285,8.334081474,8.173185897,8.631948673,11.3517047,13.30171601,,,,,,,,
Gabon,GAB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,11.68524416,21.92527244,23.76650564,24.09362677,37.65944645,20.55948089,38.04347826,43.94534905,61.42176108,69.56621881,32.41742019,29.20339383,33.39052848,33.37393423,30.62953995,27.81211372,35.19855596,46.51167681,48.157598,49.90280478,54.52985738,60.94861143,55.9358218,48.85244029,24.76080888,52.23907567,60.70105483,22.09638019,,18.78918544,28.38621231,19.88583069,7.511396164,14.19523402,6.856048231,2.187145442,2.561551146,5.890503319,,,,,,,
United Kingdom,GBR,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,52.01363073,53.52116111,50.96050478,52.02284682,52.92023545,47.88297435,45.70626221,42.71538226,39.55395634,41.39933887,41.32181556,39.15947893,35.32521342,31.42288143,30.12460416,27.42400947,23.40168303,22.90049268,24.94547517,25.93146644,25.22065967,23.62302877,22.97264855,22.31939993,21.60954632,20.69482244,19.23166439,18.35712408,17.23395046,14.80373644,15.25811421,15.18108185,14.69405561,14.29015538,14.32568568,13.3755014,11.60558553,10.75561033,11.53669569,9.392410758,9.965967985,10.59054924,10.7309446,10.08178083,9.723576073,9.604962598,9.038185799,8.694441516,8.269152942,8.764835603,6.354164247,5.672478826,6.60653552
Georgia,GEO,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.16391698,42.44909502,44.76717381,47.15406947,51.96090719,53.02092339,48.30636702,51.0014163,49.67038099,49.68608682,51.85257427,52.72448118,50.32708064,44.81958965,41.49210623,34.59571761,33.45761754,32.8887263,31.75423999,28.58161585,24.65865932,22.17568073,22.32355595,46.60529291,33.38256736,
Ghana,GHA,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,67.30808598,66.08333333,59.56521739,66.25216888,39.87822911,35.08325171,25.12152778,35.73240125,87.64367816,81.8877551,85.03184713,59.11924392,43.22845417,48.36879433,48.85290148,49.17617237,52.21987315,40.11065007,58.99550225,58.67647059,58.73991354,57.71745152,57.24621461,21.25596631,20.89885412,20.0812241,20.09590992,21.27691166,20.29348119,20.0112984,13.47393022,16.3629639,19.40169543,15.36659845,21.20673841,27.07139721,29.37901231,29.06391893,29.58934727,31.15255878,7.60682424,12.9258203,7.303607832,5.990398848,5.07693679,6.811067526,6.619150721,
Gibraltar,GIB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,1.796636086,6.721056721,23.16498316,6.468667392,14.157451,7.851665331,8.413116324,9.390696659,82.54649499,75.26710348,24.06065124,64.22403292,74.19354839,53.67959255,61.33526892,72.35058756,43.26171875,23.77561118,21.79863148,34.37142857,18.68219106,13.51780449,12.24941971,22.3302423,6.31786772,6.544836379,3.098139833,11.00699932,0.598032197,10.17851034,17.02810698,17.60886173,1.237501238,1.090375341,0.138824618,21.39718805,
"Gambia, The",GMB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,25.68285281,18.89443652,,,33.66544567,38.07273399,28.21209142,23.0385804,20.5730659,8.507769359,9.265757179,10.01779564,8.814158469,12.55331822,14.03203795,13.98783697,10.36590102,21.6796875,10.93742627,9.194099976,,,,,,27.0237087,25.20859412,19.4525796,17.63888728,17.28465274,17.38663833,19.11156488,28.87493601,32.71332185,30.2459895,37.37689337,23.29171928,19.11914816,9.845700188,9.182900982,15.48229861,19.83747997,36.73791564,37.05338507,
Guinea-Bissau,GNB,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,29.41176471,14.81481481,5.714285714,5.454545455,,,,4.985337243,5.434782609,2.256410256,0.685714286,4.411764706,22.35772358,18.18181818,13.98601399,7.627118644,,,,,1.871291648,15.46463245,22.91395046,10.64265248,,0.209643606,0.159926891,,0.729927007,1.194108415,1.757742765,,,0.176052865,1.188254186,0.841444068,0.646274498,0.132499049,0.814896108,0.950513442,
Equatorial Guinea,GNQ,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,27.48706153,29.02284881,23.05045872,21.37724551,24.22037422,22.7012987,23.77347062,19.20341394,12.99477222,7.869107908,5.824937028,4.381263109,5.983412322,4.196391104,4.927847713,3.673160794,5.427612545,6.795044769,5.097352877,3.946263644,4.059598359,1.908065915,,31.14423844,41.2449094,41.98933138,40.16983929,44.80851734,50.09006246,51.06303653,50.37932465,54.07253414,55.95364913,49.8140113,54.4302241,49.08923701,48.98759646,43.29974159,42.48405395,43.38171217,42.28112612,42.8112114,45.0424726,43.29459447,60.83798571,53.71091536,49.80500339
Grenada,GRD,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,1.044285438,0.485436893,3.20855615,4.371584699,4.301075269,4.166666667,3.268765133,1.384083045,3.012552301,5.630630631,4.146170063,3.09138995,5.301379811,5.072463768,4.233370431,4.641006662,3.975108429,4.601626589,4.332731073,3.257682009,3.916620666,3.966546034,6.304248228,7.801807525,6.772381896,5.859478815,9.837809542,9.012308981,6.734942319,6.271566657,6.458839368,6.956228767,7.498668373,8.861833593,8.996648475,3.583591198,3.434426956,3.049884859,2.728536369,2.859418053,2.609707327,1.534816998,1.566879134,
Greenland,GRL,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,18.81481481,21.46274778,20.47619048,23.60946746,26.85352622,35.48850575,39.76470588,15.19607843,12.6459144,8.756756757,6.806282723,12.35119048,11.86131387,7.373124801,5.734597156,7.107124375,5.501359348,6.044039484,6.761521027,8.793686584,10.17892644,10.30499076,8.820403826,7.707362535,7.463401727,6.511804712,6.093891422,15.01773749,12.6494187,12.104666,11.81992219,11.75459337,12.18600087,12.20227699,13.61756212,11.88167016,13.1125656,13.44993079,14.69164942,14.04605109,12.7108793,12.68710538,13.26693158,15.58385147,17.56883296,
Guam,GUM,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,,26.08108108,30.76923077,32.38770686,31.7218543,44.01023891,46.91588785,43.69509044,43.33333333,22.92547835,,,,,,,27.62129854,26.27061821,22.83578902,25.51229113,3.925767309,4.118838623,3.314527504,4.081632653,4.25280567,5.348837209,5.397562391,4.272959184,4.465700807,5.14587532,5.45907724,5.03421112,4.436606733,5.835419824,5.557862385,6.426284427,7.064838822,14.0506406,14.07576841,13.89655309,9.888143491,7.350648218,2.140684892,1.121668728,0.924839679,6.933567794,
High income,HIC,Transport services (% of commercial service exports),TX.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,37.03835867,35.7311139,34.63926854,36.27407724,36.07908618,35.26984573,33.52759503,33.1797358,33.06779,32.35973564,30.46823245,29.83754096,30.80707587,30.58131242,29.8608417,28.23878141,27.48885912,27.81824344,27.40288813,27.19833098,26.57750457,26.68333247,26.65177591,26.57446484,26.45854447,26.4524785,25.9770471,25.73196653,25.89624279,25.43681241,24.9575924,24.97875043,25.56584866,22.44620982,23.96321019,23.487061,22.96475484,21.62903508,20.78548801,20.05904563,18.95042644,19.13000781,18.96227763,18.83437849,18.76255539,21.04192637,21.88071259
